checkmk,timestamp,cpu_usage(in %),memory_usage,disk_usage(in KB)
monitoring,2025-05-09T16:57:42,9.72%,1079.3,2322856
monitoring,2025-05-09T16:57:59,0.56%,1079.3,2322856
monitoring,2025-05-09T16:58:16,14.24%,1079.3,2322856
monitoring,2025-05-09T16:58:32,212.69%,1157.12,2322856
monitoring,2025-05-09T16:58:49,0.48%,1079.3,2322856
monitoring,2025-05-09T16:59:05,787.58%,3205.12,2322856
monitoring,2025-05-09T16:59:22,1.65%,1082.37,2322856
monitoring,2025-05-09T16:59:38,232.43%,1246.21,2322856
monitoring,2025-05-09T16:59:55,2.91%,1079.3,2322856
monitoring,2025-05-09T17:00:11,365.24%,1298.43,2322856
monitoring,2025-05-09T17:00:28,608.63%,2841.6,2322856
monitoring,2025-05-09T17:00:44,0.60%,1079.3,2322856
monitoring,2025-05-09T17:01:01,490.77%,1574.91,2322856
monitoring,2025-05-09T17:01:18,0.47%,1079.3,2322856
monitoring,2025-05-09T17:01:34,253.54%,1145.86,2322856
monitoring,2025-05-09T17:01:51,0.45%,1079.3,2322856
monitoring,2025-05-09T17:02:07,529.08%,3282.94,2322856
monitoring,2025-05-09T17:02:24,235.84%,1351.68,2322856
monitoring,2025-05-09T17:02:40,290.39%,1229.82,2322856
monitoring,2025-05-09T17:02:57,358.56%,1189.89,2322856
monitoring,2025-05-09T17:03:13,742.15%,2528.26,2322856
monitoring,2025-05-09T17:03:30,663.93%,2562.05,2322856
monitoring,2025-05-09T17:03:47,345.29%,1297.41,2322856
monitoring,2025-05-09T17:04:03,798.53%,2551.81,2322856
monitoring,2025-05-09T17:04:20,1.11%,1080.32,2322856
monitoring,2025-05-09T17:04:36,2.39%,1081.34,2322856
monitoring,2025-05-09T17:04:53,0.51%,1081.34,2322856
monitoring,2025-05-09T17:05:09,747.44%,2824.19,2322856
monitoring,2025-05-09T17:05:26,788.95%,2317.31,2322856
monitoring,2025-05-09T17:05:42,107.56%,1163.26,2322856
monitoring,2025-05-09T17:05:59,100.56%,1147.9,2322856
monitoring,2025-05-09T17:06:16,0.44%,1080.32,2322856
monitoring,2025-05-09T17:06:32,226.63%,1153.02,2322856
monitoring,2025-05-09T17:06:49,52.43%,1081.34,2322856
monitoring,2025-05-09T17:07:05,776.08%,3162.11,2322856
monitoring,2025-05-09T17:07:22,3.62%,1080.32,2322856
monitoring,2025-05-09T17:07:38,249.27%,1214.46,2322856
monitoring,2025-05-09T17:07:55,0.54%,1081.34,2322856
monitoring,2025-05-09T17:08:11,406.08%,1305.6,2322856
monitoring,2025-05-09T17:08:28,614.50%,2649.09,2322856
monitoring,2025-05-09T17:08:45,0.47%,1081.34,2322856
monitoring,2025-05-09T17:09:01,402.38%,1598.46,2322856
monitoring,2025-05-09T17:09:18,39.66%,1130.5,2322856
monitoring,2025-05-09T17:09:34,216.90%,1167.36,2322856
monitoring,2025-05-09T17:09:51,67.06%,1081.34,2322856
monitoring,2025-05-09T17:10:07,580.63%,3255.3,2322856
monitoring,2025-05-09T17:10:24,163.74%,1317.89,2322856
monitoring,2025-05-09T17:10:40,273.62%,1214.46,2322856
monitoring,2025-05-09T17:10:57,0.52%,1081.34,2322856
monitoring,2025-05-09T17:11:14,0.46%,1081.34,2322856
monitoring,2025-05-09T17:11:30,645.31%,1352.7,2322856
monitoring,2025-05-09T17:11:47,48.26%,1081.34,2322856
monitoring,2025-05-09T17:12:03,796.16%,2530.3,2322856
monitoring,2025-05-09T17:12:20,0.48%,1081.34,2322856
monitoring,2025-05-09T17:12:36,1.88%,1081.34,2322856
monitoring,2025-05-09T17:12:53,75.94%,1081.34,2322856
monitoring,2025-05-09T17:13:09,554.16%,1393.66,2322856
monitoring,2025-05-09T17:13:26,788.45%,2242.56,2322856
monitoring,2025-05-09T17:13:43,11.70%,1081.34,2322856
monitoring,2025-05-09T17:13:59,0.43%,1081.34,2322856
monitoring,2025-05-09T17:14:16,0.41%,1081.34,2322856
monitoring,2025-05-09T17:14:32,211.37%,1166.34,2322856
monitoring,2025-05-09T17:14:49,0.49%,1081.34,2322856
monitoring,2025-05-09T17:15:05,779.79%,3357.7,2322856
monitoring,2025-05-09T17:15:22,0.48%,1082.37,2322856
monitoring,2025-05-09T17:15:38,250.99%,1221.63,2322856
monitoring,2025-05-09T17:15:55,64.07%,1136.64,2322856
monitoring,2025-05-09T17:16:12,411.46%,1305.6,2322856
monitoring,2025-05-09T17:16:28,573.82%,2734.08,2322856
monitoring,2025-05-09T17:16:45,1.97%,1082.37,2322856
monitoring,2025-05-09T17:17:01,447.42%,1590.27,2322856
monitoring,2025-05-09T17:17:18,91.85%,1186.82,2322856
monitoring,2025-05-09T17:17:34,199.93%,1170.43,2322856
monitoring,2025-05-09T17:17:51,2.97%,1082.37,2322856
monitoring,2025-05-09T17:18:07,627.30%,2639.87,2322856
monitoring,2025-05-09T17:18:24,235.21%,1386.5,2322856
monitoring,2025-05-09T17:18:41,251.10%,1083.39,2322856
monitoring,2025-05-09T17:18:57,37.23%,1121.28,2322856
monitoring,2025-05-09T17:19:14,44.89%,1083.39,2322856
monitoring,2025-05-09T17:19:30,666.42%,1330.18,2322856
monitoring,2025-05-09T17:19:47,0.39%,1083.39,2322856
monitoring,2025-05-09T17:20:03,797.52%,2664.45,2322856
monitoring,2025-05-09T17:20:20,4.91%,1083.39,2322856
monitoring,2025-05-09T17:20:36,0.41%,1083.39,2322856
monitoring,2025-05-09T17:20:53,1.91%,1083.39,2322856
monitoring,2025-05-09T17:21:09,556.61%,1395.71,2322856
monitoring,2025-05-09T17:21:26,797.24%,2277.38,2322856
monitoring,2025-05-09T17:21:43,1.68%,1083.39,2322856
monitoring,2025-05-09T17:21:59,13.49%,1097.73,2322856
monitoring,2025-05-09T17:22:16,41.40%,1084.42,2322856
monitoring,2025-05-09T17:22:32,252.12%,1172.48,2322856
monitoring,2025-05-09T17:22:49,0.53%,1083.39,2322856
monitoring,2025-05-09T17:23:05,745.39%,3380.22,2322856
monitoring,2025-05-09T17:23:22,2.25%,1083.39,2322856
monitoring,2025-05-09T17:23:39,248.29%,1106.94,2322856
monitoring,2025-05-09T17:23:55,2.34%,1083.39,2322856
monitoring,2025-05-09T17:24:12,398.62%,1083.39,2322856
monitoring,2025-05-09T17:24:28,626.71%,2609.15,2322856
monitoring,2025-05-09T17:24:45,27.61%,1090.56,2322856
monitoring,2025-05-09T17:25:01,541.66%,1691.65,2322856
monitoring,2025-05-09T17:25:18,205.95%,1248.26,2322856
monitoring,2025-05-09T17:25:34,200.93%,1188.86,2322856
monitoring,2025-05-09T17:25:51,1.95%,1083.39,2322856
monitoring,2025-05-09T17:26:08,621.28%,2071.55,2322856
monitoring,2025-05-09T17:26:24,463.02%,1588.22,2322856
monitoring,2025-05-09T17:26:41,239.75%,1090.56,2322856
monitoring,2025-05-09T17:26:57,1.49%,1084.42,2322856
monitoring,2025-05-09T17:27:14,0.47%,1084.42,2322856
monitoring,2025-05-09T17:27:30,493.93%,1178.62,2322856
monitoring,2025-05-09T17:27:47,1.81%,1083.39,2322856
monitoring,2025-05-09T17:28:03,796.18%,2560,2322856
monitoring,2025-05-09T17:28:20,0.47%,1083.39,2322856
monitoring,2025-05-09T17:28:37,0.51%,1084.42,2322856
monitoring,2025-05-09T17:28:53,2.97%,1084.42,2322856
monitoring,2025-05-09T17:29:10,567.60%,1100.8,2322856
monitoring,2025-05-09T17:29:26,786.92%,2254.85,2322856
monitoring,2025-05-09T17:29:43,0.45%,1083.39,2322856
monitoring,2025-05-09T17:29:59,4.36%,1084.42,2322856
monitoring,2025-05-09T17:30:16,0.54%,1084.42,2322856
monitoring,2025-05-09T17:30:32,192.63%,1173.5,2322856
monitoring,2025-05-09T17:30:49,3.82%,1084.42,2322856
monitoring,2025-05-09T17:31:05,760.00%,3580.93,2322856
monitoring,2025-05-09T17:31:22,0.51%,1084.42,2322856
monitoring,2025-05-09T17:31:39,246.28%,1107.97,2322856
monitoring,2025-05-09T17:31:55,1.81%,1084.42,2322856
monitoring,2025-05-09T17:32:12,354.26%,1084.42,2322856
monitoring,2025-05-09T17:32:28,603.84%,2540.54,2322856
monitoring,2025-05-09T17:32:45,0.41%,1084.42,2322856
monitoring,2025-05-09T17:33:01,675.15%,1795.07,2322856
monitoring,2025-05-09T17:33:18,165.66%,1240.06,2322856
monitoring,2025-05-09T17:33:34,167.17%,1174.53,2322856
monitoring,2025-05-09T17:33:51,18.27%,1084.42,2322856
monitoring,2025-05-09T17:34:08,625.03%,2441.22,2322856
monitoring,2025-05-09T17:34:24,465.15%,1590.27,2322856
monitoring,2025-05-09T17:34:41,236.78%,1092.61,2322856
monitoring,2025-05-09T17:34:57,2.12%,1084.42,2322856
monitoring,2025-05-09T17:35:14,0.46%,1084.42,2322856
monitoring,2025-05-09T17:35:30,450.47%,1173.5,2322856
monitoring,2025-05-09T17:35:47,0.77%,1084.42,2322856
monitoring,2025-05-09T17:36:04,797.16%,2656.26,2322856
monitoring,2025-05-09T17:36:20,0.51%,1084.42,2322856
monitoring,2025-05-09T17:36:37,1.58%,1086.46,2322856
monitoring,2025-05-09T17:36:53,0.50%,1084.42,2322856
monitoring,2025-05-09T17:37:10,504.41%,1124.35,2322856
monitoring,2025-05-09T17:37:26,789.69%,2413.57,2322856
monitoring,2025-05-09T17:37:43,0.45%,1085.44,2322856
monitoring,2025-05-09T17:37:59,2.27%,1084.42,2322856
monitoring,2025-05-09T17:38:16,12.63%,1085.44,2322856
monitoring,2025-05-09T17:38:33,194.63%,1174.53,2322856
monitoring,2025-05-09T17:38:49,7.71%,1085.44,2322856
monitoring,2025-05-09T17:39:06,727.15%,3519.49,2322856
monitoring,2025-05-09T17:39:22,0.45%,1085.44,2322856
monitoring,2025-05-09T17:39:39,269.06%,1145.86,2322856
monitoring,2025-05-09T17:39:55,0.51%,1085.44,2322856
monitoring,2025-05-09T17:40:12,274.89%,1085.44,2322856
monitoring,2025-05-09T17:40:28,592.31%,2536.45,2322856
monitoring,2025-05-09T17:40:45,0.55%,1085.44,2322856
monitoring,2025-05-09T17:41:01,672.90%,1831.94,2322856
monitoring,2025-05-09T17:41:18,290.77%,1284.1,2322856
monitoring,2025-05-09T17:41:35,169.65%,1091.58,2322856
monitoring,2025-05-09T17:41:51,0.42%,1085.44,2322856
monitoring,2025-05-09T17:42:08,692.04%,1548.29,2322856
monitoring,2025-05-09T17:42:24,550.02%,1657.86,2322856
monitoring,2025-05-09T17:42:41,215.45%,1106.94,2322856
monitoring,2025-05-09T17:42:57,23.54%,1085.44,2322856
monitoring,2025-05-09T17:43:14,2.32%,1086.46,2322856
monitoring,2025-05-09T17:43:30,428.02%,1130.5,2322856
monitoring,2025-05-09T17:43:47,1.71%,1085.44,2322856
monitoring,2025-05-09T17:44:04,797.84%,2740.22,2322856
monitoring,2025-05-09T17:44:20,0.55%,1085.44,2322856
monitoring,2025-05-09T17:44:37,11.75%,1097.73,2322856
monitoring,2025-05-09T17:44:53,0.48%,1085.44,2322856
monitoring,2025-05-09T17:45:10,484.62%,1141.76,2322856
monitoring,2025-05-09T17:45:26,787.82%,2398.21,2322856
monitoring,2025-05-09T17:45:43,1.86%,1086.46,2322856
monitoring,2025-05-09T17:46:00,0.41%,1085.44,2322856
monitoring,2025-05-09T17:46:16,1.81%,1085.44,2322856
monitoring,2025-05-09T17:46:33,233.31%,1239.04,2322856
monitoring,2025-05-09T17:46:49,6.22%,1085.44,2322856
monitoring,2025-05-09T17:47:06,675.61%,3520.51,2322856
monitoring,2025-05-09T17:47:22,0.56%,1086.46,2322856
monitoring,2025-05-09T17:47:39,362.17%,1222.66,2322856
monitoring,2025-05-09T17:47:55,0.54%,1086.46,2322856
monitoring,2025-05-09T17:48:12,293.35%,1086.46,2322856
monitoring,2025-05-09T17:48:28,617.11%,2344.96,2322856
monitoring,2025-05-09T17:48:45,2.33%,1086.46,2322856
monitoring,2025-05-09T17:49:02,778.78%,1918.98,2322856
monitoring,2025-05-09T17:49:18,367.51%,1320.96,2322856
monitoring,2025-05-09T17:49:35,142.99%,1086.46,2322856
monitoring,2025-05-09T17:49:51,0.45%,1085.44,2322856
monitoring,2025-05-09T17:50:08,702.52%,1586.18,2322856
monitoring,2025-05-09T17:50:24,591.78%,1705.98,2322856
monitoring,2025-05-09T17:50:41,203.25%,1113.09,2322856
monitoring,2025-05-09T17:50:57,0.50%,1086.46,2322856
monitoring,2025-05-09T17:51:14,2.44%,1086.46,2322856
monitoring,2025-05-09T17:51:31,355.06%,1121.28,2322856
monitoring,2025-05-09T17:51:47,1.68%,1086.46,2322856
monitoring,2025-05-09T17:52:04,794.80%,2674.69,2322856
monitoring,2025-05-09T17:52:20,11.64%,1086.46,2322856
monitoring,2025-05-09T17:52:37,31.37%,1113.09,2322856
monitoring,2025-05-09T17:52:53,0.50%,1086.46,2322856
monitoring,2025-05-09T17:53:10,372.45%,1150.98,2322856
monitoring,2025-05-09T17:53:26,787.28%,2471.94,2322856
monitoring,2025-05-09T17:53:43,0.45%,1086.46,2322856
monitoring,2025-05-09T17:54:00,0.43%,1086.46,2322856
monitoring,2025-05-09T17:54:16,2.57%,1087.49,2322856
monitoring,2025-05-09T17:54:33,171.68%,1086.46,2322856
monitoring,2025-05-09T17:54:49,3.53%,1086.46,2322856
monitoring,2025-05-09T17:55:06,728.80%,3539.97,2322856
monitoring,2025-05-09T17:55:22,0.50%,1086.46,2322856
monitoring,2025-05-09T17:55:39,319.69%,1226.75,2322856
monitoring,2025-05-09T17:55:55,0.53%,1086.46,2322856
monitoring,2025-05-09T17:56:12,147.62%,1086.46,2322856
monitoring,2025-05-09T17:56:29,632.80%,2066.43,2322856
monitoring,2025-05-09T17:56:45,2.90%,1091.58,2322856
monitoring,2025-05-09T17:57:02,800.09%,2015.23,2322856
monitoring,2025-05-09T17:57:18,379.92%,1333.25,2322856
monitoring,2025-05-09T17:57:35,138.44%,1086.46,2322856
monitoring,2025-05-09T17:57:51,36.47%,1086.46,2322856
monitoring,2025-05-09T17:58:08,673.09%,1299.46,2322856
monitoring,2025-05-09T17:58:24,746.62%,1809.41,2322856
monitoring,2025-05-09T17:58:41,175.92%,1115.14,2322856
monitoring,2025-05-09T17:58:58,0.39%,1086.46,2322856
monitoring,2025-05-09T17:59:14,0.47%,1086.46,2322856
monitoring,2025-05-09T17:59:31,351.58%,1086.46,2322856
monitoring,2025-05-09T17:59:47,0.41%,1086.46,2322856
monitoring,2025-05-09T18:00:04,798.39%,2760.7,2322856
monitoring,2025-05-09T18:00:20,2.05%,1086.46,2322856
monitoring,2025-05-09T18:00:37,15.71%,1104.9,2322856
monitoring,2025-05-09T18:00:53,0.50%,1087.49,2322856
monitoring,2025-05-09T18:01:10,478.69%,1139.71,2322856
monitoring,2025-05-09T18:01:26,788.61%,2490.37,2322856
monitoring,2025-05-09T18:01:43,0.42%,1087.49,2322856
monitoring,2025-05-09T18:02:00,2.26%,1086.46,2322856
monitoring,2025-05-09T18:02:16,0.42%,1086.46,2322856
monitoring,2025-05-09T18:02:33,192.29%,1157.12,2322856
monitoring,2025-05-09T18:02:49,0.48%,1086.46,2322856
monitoring,2025-05-09T18:03:06,647.12%,3287.04,2322856
monitoring,2025-05-09T18:03:22,1.82%,1087.49,2322856
monitoring,2025-05-09T18:03:39,345.03%,1251.33,2322856
monitoring,2025-05-09T18:03:55,0.40%,1087.49,2322856
monitoring,2025-05-09T18:04:12,186.59%,1087.49,2322856
monitoring,2025-05-09T18:04:29,588.74%,2335.74,2322856
monitoring,2025-05-09T18:04:45,0.38%,1087.49,2322856
monitoring,2025-05-09T18:05:02,799.81%,2034.69,2322856
monitoring,2025-05-09T18:05:18,429.26%,1416.19,2322856
monitoring,2025-05-09T18:05:35,187.14%,1087.49,2322856
monitoring,2025-05-09T18:05:51,0.43%,1087.49,2322856
monitoring,2025-05-09T18:06:08,668.50%,1291.26,2322856
monitoring,2025-05-09T18:06:24,731.42%,1827.84,2322856
monitoring,2025-05-09T18:06:41,185.22%,1114.11,2322856
monitoring,2025-05-09T18:06:58,0.49%,1087.49,2322856
monitoring,2025-05-09T18:07:14,0.43%,1087.49,2322856
monitoring,2025-05-09T18:07:31,475.01%,1162.24,2322856
monitoring,2025-05-09T18:07:47,1.59%,1087.49,2322856
monitoring,2025-05-09T18:08:04,793.82%,2819.07,2322856
monitoring,2025-05-09T18:08:20,0.45%,1087.49,2322856
monitoring,2025-05-09T18:08:37,30.46%,1114.11,2322856
monitoring,2025-05-09T18:08:53,0.52%,1088.51,2322856
monitoring,2025-05-09T18:09:10,456.56%,1142.78,2322856
monitoring,2025-05-09T18:09:27,770.29%,2551.81,2322856
monitoring,2025-05-09T18:09:43,0.52%,1088.51,2322856
monitoring,2025-05-09T18:10:00,61.19%,1428.48,2322856
monitoring,2025-05-09T18:10:16,0.46%,1088.51,2322856
monitoring,2025-05-09T18:10:33,199.13%,1166.34,2322856
monitoring,2025-05-09T18:10:49,24.58%,1088.51,2322856
monitoring,2025-05-09T18:11:06,669.91%,3488.77,2322856
monitoring,2025-05-09T18:11:22,0.61%,1088.51,2322856
monitoring,2025-05-09T18:11:39,343.15%,1259.52,2322856
monitoring,2025-05-09T18:11:56,0.47%,1088.51,2322856
monitoring,2025-05-09T18:12:12,217.51%,1088.51,2322856
monitoring,2025-05-09T18:12:29,662.23%,1640.45,2322856
monitoring,2025-05-09T18:12:45,2.38%,1089.54,2322856
monitoring,2025-05-09T18:13:02,797.00%,1981.44,2322856
monitoring,2025-05-09T18:13:18,471.04%,1359.87,2322856
monitoring,2025-05-09T18:13:35,93.89%,1089.54,2322856
monitoring,2025-05-09T18:13:51,36.95%,1089.54,2322856
monitoring,2025-05-09T18:14:08,649.98%,1489.92,2322856
monitoring,2025-05-09T18:14:25,763.10%,1861.63,2322856
monitoring,2025-05-09T18:14:41,173.05%,1122.3,2322856
monitoring,2025-05-09T18:14:58,0.48%,1089.54,2322856
monitoring,2025-05-09T18:15:14,0.53%,1089.54,2322856
monitoring,2025-05-09T18:15:31,323.74%,1130.5,2322856
monitoring,2025-05-09T18:15:47,1.72%,1090.56,2322856
monitoring,2025-05-09T18:16:04,798.06%,2752.51,2322856
monitoring,2025-05-09T18:16:20,0.54%,1089.54,2322856
monitoring,2025-05-09T18:16:37,46.12%,1123.33,2322856
monitoring,2025-05-09T18:16:54,61.69%,1089.54,2322856
monitoring,2025-05-09T18:17:10,440.20%,1145.86,2322856
monitoring,2025-05-09T18:17:27,775.97%,2595.84,2322856
monitoring,2025-05-09T18:17:43,0.42%,1090.56,2322856
monitoring,2025-05-09T18:18:00,0.40%,1090.56,2322856
monitoring,2025-05-09T18:18:16,2.81%,1090.56,2322856
monitoring,2025-05-09T18:18:33,273.99%,1193.98,2322856
monitoring,2025-05-09T18:18:49,2.08%,1090.56,2322856
monitoring,2025-05-09T18:19:06,572.85%,3435.52,2322856
monitoring,2025-05-09T18:19:23,2.46%,1090.56,2322856
monitoring,2025-05-09T18:19:39,374.36%,1276.93,2322856
monitoring,2025-05-09T18:19:56,80.05%,1090.56,2322856
monitoring,2025-05-09T18:20:12,158.88%,1090.56,2322856
monitoring,2025-05-09T18:20:29,668.45%,1965.06,2322856
monitoring,2025-05-09T18:20:45,1.95%,1090.56,2322856
monitoring,2025-05-09T18:21:02,799.10%,2027.52,2322856
monitoring,2025-05-09T18:21:18,494.15%,1359.87,2322856
monitoring,2025-05-09T18:21:35,69.86%,1090.56,2322856
monitoring,2025-05-09T18:21:52,1.67%,1091.58,2322856
monitoring,2025-05-09T18:22:08,675.51%,1261.57,2322856
monitoring,2025-05-09T18:22:25,796.70%,1968.13,2322856
monitoring,2025-05-09T18:22:41,121.07%,1133.57,2322856
monitoring,2025-05-09T18:22:58,67.77%,1145.86,2322856
monitoring,2025-05-09T18:23:14,0.51%,1090.56,2322856
monitoring,2025-05-09T18:23:31,361.93%,1197.06,2322856
monitoring,2025-05-09T18:23:47,2.51%,1091.58,2322856
monitoring,2025-05-09T18:24:04,797.83%,2694.14,2322856
monitoring,2025-05-09T18:24:21,2.17%,1091.58,2322856
monitoring,2025-05-09T18:24:37,56.59%,1126.4,2322856
monitoring,2025-05-09T18:24:54,1.64%,1094.66,2322856
monitoring,2025-05-09T18:25:10,303.80%,1186.82,2322856
monitoring,2025-05-09T18:25:27,768.36%,2466.82,2322856
monitoring,2025-05-09T18:25:43,2.33%,1091.58,2322856
monitoring,2025-05-09T18:26:00,36.16%,1124.35,2322856
monitoring,2025-05-09T18:26:16,0.52%,1091.58,2322856
monitoring,2025-05-09T18:26:33,224.68%,1201.15,2322856
monitoring,2025-05-09T18:26:49,2.47%,1091.58,2322856
monitoring,2025-05-09T18:27:06,591.39%,3571.71,2322856
monitoring,2025-05-09T18:27:23,1.81%,1091.58,2322856
monitoring,2025-05-09T18:27:39,395.99%,1258.5,2322856
monitoring,2025-05-09T18:27:56,4.76%,1091.58,2322856
monitoring,2025-05-09T18:28:12,93.75%,1091.58,2322856
monitoring,2025-05-09T18:28:29,638.36%,2205.7,2322856
monitoring,2025-05-09T18:28:45,17.38%,1091.58,2322856
monitoring,2025-05-09T18:29:02,798.14%,2117.63,2322856
monitoring,2025-05-09T18:29:18,504.12%,1092.61,2322856
monitoring,2025-05-09T18:29:35,71.23%,1091.58,2322856
monitoring,2025-05-09T18:29:52,2.53%,1091.58,2322856
monitoring,2025-05-09T18:30:08,693.48%,1722.37,2322856
monitoring,2025-05-09T18:30:25,799.68%,1985.54,2322856
monitoring,2025-05-09T18:30:41,115.34%,1135.62,2322856
monitoring,2025-05-09T18:30:58,2.46%,1092.61,2322856
monitoring,2025-05-09T18:31:14,0.49%,1091.58,2322856
monitoring,2025-05-09T18:31:31,237.57%,1196.03,2322856
monitoring,2025-05-09T18:31:47,0.38%,1091.58,2322856
monitoring,2025-05-09T18:32:04,788.15%,2935.81,2322856
monitoring,2025-05-09T18:32:21,0.41%,1092.61,2322856
monitoring,2025-05-09T18:32:37,62.60%,1134.59,2322856
monitoring,2025-05-09T18:32:54,2.91%,1092.61,2322856
monitoring,2025-05-09T18:33:10,224.20%,1197.06,2322856
monitoring,2025-05-09T18:33:27,775.92%,2697.22,2322856
monitoring,2025-05-09T18:33:43,7.31%,1092.61,2322856
monitoring,2025-05-09T18:34:00,0.46%,1092.61,2322856
monitoring,2025-05-09T18:34:16,0.55%,1092.61,2322856
monitoring,2025-05-09T18:34:33,231.94%,1205.25,2322856
monitoring,2025-05-09T18:34:50,0.50%,1091.58,2322856
monitoring,2025-05-09T18:35:06,540.65%,3554.3,2322856
monitoring,2025-05-09T18:35:23,0.41%,1091.58,2322856
monitoring,2025-05-09T18:35:39,379.84%,1309.7,2322856
monitoring,2025-05-09T18:35:56,5.99%,1098.75,2322856
monitoring,2025-05-09T18:36:12,48.46%,1092.61,2322856
monitoring,2025-05-09T18:36:29,706.39%,1583.1,2322856
monitoring,2025-05-09T18:36:45,15.80%,1092.61,2322856
monitoring,2025-05-09T18:37:02,797.84%,2206.72,2322856
monitoring,2025-05-09T18:37:19,473.03%,1360.9,2322856
monitoring,2025-05-09T18:37:35,52.11%,1092.61,2322856
monitoring,2025-05-09T18:37:52,0.47%,1092.61,2322856
monitoring,2025-05-09T18:38:08,685.69%,1396.74,2322856
monitoring,2025-05-09T18:38:25,796.63%,1946.62,2322856
monitoring,2025-05-09T18:38:41,123.06%,1136.64,2322856
monitoring,2025-05-09T18:38:58,2.58%,1092.61,2322856
monitoring,2025-05-09T18:39:14,0.51%,1092.61,2322856
monitoring,2025-05-09T18:39:31,308.45%,1230.85,2322856
monitoring,2025-05-09T18:39:48,0.47%,1092.61,2322856
monitoring,2025-05-09T18:40:04,796.20%,2812.93,2322856
monitoring,2025-05-09T18:40:21,14.05%,1092.61,2322856
monitoring,2025-05-09T18:40:37,73.68%,1153.02,2322856
monitoring,2025-05-09T18:40:54,0.51%,1092.61,2322856
monitoring,2025-05-09T18:41:10,319.36%,1181.7,2322856
monitoring,2025-05-09T18:41:27,740.93%,2625.54,2322856
monitoring,2025-05-09T18:41:43,6.51%,1092.61,2322856
monitoring,2025-05-09T18:42:00,108.95%,1092.61,2322856
monitoring,2025-05-09T18:42:17,0.42%,1092.61,2322856
monitoring,2025-05-09T18:42:33,273.07%,1239.04,2322856
monitoring,2025-05-09T18:42:50,0.48%,1092.61,2322856
monitoring,2025-05-09T18:43:06,470.53%,3405.82,2322856
monitoring,2025-05-09T18:43:23,0.47%,1092.61,2322856
monitoring,2025-05-09T18:43:39,399.28%,1331.2,2322856
monitoring,2025-05-09T18:43:56,0.47%,1092.61,2322856
monitoring,2025-05-09T18:44:12,51.69%,1092.61,2322856
monitoring,2025-05-09T18:44:29,708.61%,1825.79,2322856
monitoring,2025-05-09T18:44:46,38.20%,1099.78,2322856
