checkmk,timestamp,cpu_usage(in %),memory_usage,disk_usage(in KB)
monitoring,2025-05-10T04:31:22,0.44%,1097.73,2322856
monitoring,2025-05-10T04:31:39,409.62%,1319.94,2322856
monitoring,2025-05-10T04:31:56,0.54%,1097.73,2322856
monitoring,2025-05-10T04:32:12,201.90%,1097.73,2322856
monitoring,2025-05-10T04:32:29,683.60%,1785.86,2322856
monitoring,2025-05-10T04:32:45,1.72%,1097.73,2322856
monitoring,2025-05-10T04:33:02,799.36%,1952.77,2322856
monitoring,2025-05-10T04:33:18,386.52%,1346.56,2322856
monitoring,2025-05-10T04:33:35,89.63%,1097.73,2322856
monitoring,2025-05-10T04:33:51,2.87%,1097.73,2322856
monitoring,2025-05-10T04:34:08,672.79%,1257.47,2322856
monitoring,2025-05-10T04:34:25,797.09%,1946.62,2322856
monitoring,2025-05-10T04:34:41,214.67%,1175.55,2322856
monitoring,2025-05-10T04:34:58,0.55%,1097.73,2322856
monitoring,2025-05-10T04:35:14,0.56%,1097.73,2322856
monitoring,2025-05-10T04:35:31,253.33%,1164.29,2322856
monitoring,2025-05-10T04:35:47,2.60%,1097.73,2322856
monitoring,2025-05-10T04:36:04,798.38%,2750.46,2322856
monitoring,2025-05-10T04:36:20,2.73%,1097.73,2322856
monitoring,2025-05-10T04:36:37,25.98%,1123.33,2322856
monitoring,2025-05-10T04:36:53,0.48%,1097.73,2322856
monitoring,2025-05-10T04:37:10,432.70%,1155.07,2322856
monitoring,2025-05-10T04:37:27,763.99%,2523.14,2322856
monitoring,2025-05-10T04:37:43,16.05%,1114.11,2322856
monitoring,2025-05-10T04:38:00,5.64%,1100.8,2322856
monitoring,2025-05-10T04:38:16,0.52%,1097.73,2322856
monitoring,2025-05-10T04:38:33,193.92%,1153.02,2322856
monitoring,2025-05-10T04:38:49,2.19%,1097.73,2322856
monitoring,2025-05-10T04:39:06,650.21%,3497.98,2322856
monitoring,2025-05-10T04:39:23,35.55%,1098.75,2322856
monitoring,2025-05-10T04:39:39,357.98%,1297.41,2322856
monitoring,2025-05-10T04:39:56,0.44%,1098.75,2322856
monitoring,2025-05-10T04:40:12,156.81%,1097.73,2322856
monitoring,2025-05-10T04:40:29,697.34%,1605.63,2322856
monitoring,2025-05-10T04:40:45,0.39%,1097.73,2322856
monitoring,2025-05-10T04:41:02,798.23%,2102.27,2322856
monitoring,2025-05-10T04:41:18,454.86%,1364.99,2322856
monitoring,2025-05-10T04:41:35,118.11%,1098.75,2322856
monitoring,2025-05-10T04:41:52,2.43%,1097.73,2322856
monitoring,2025-05-10T04:42:08,674.62%,1220.61,2322856
monitoring,2025-05-10T04:42:25,790.62%,1812.48,2322856
monitoring,2025-05-10T04:42:41,102.59%,1159.17,2322856
monitoring,2025-05-10T04:42:58,0.49%,1097.73,2322856
monitoring,2025-05-10T04:43:14,0.41%,1097.73,2322856
monitoring,2025-05-10T04:43:31,278.60%,1205.25,2322856
monitoring,2025-05-10T04:43:47,0.49%,1097.73,2322856
monitoring,2025-05-10T04:44:04,798.32%,2882.56,2322856
monitoring,2025-05-10T04:44:21,0.55%,1097.73,2322856
monitoring,2025-05-10T04:44:37,58.50%,1133.57,2322856
monitoring,2025-05-10T04:44:54,3.27%,1098.75,2322856
monitoring,2025-05-10T04:45:10,300.14%,1181.7,2322856
monitoring,2025-05-10T04:45:27,763.68%,2601.98,2322856
monitoring,2025-05-10T04:45:43,0.49%,1098.75,2322856
monitoring,2025-05-10T04:46:00,108.52%,1098.75,2322856
monitoring,2025-05-10T04:46:16,0.51%,1097.73,2322856
monitoring,2025-05-10T04:46:33,233.39%,1202.18,2322860
monitoring,2025-05-10T04:46:50,0.53%,1097.73,2322856
monitoring,2025-05-10T04:47:06,609.68%,3432.45,2322856
monitoring,2025-05-10T04:47:23,0.55%,1097.73,2322856
monitoring,2025-05-10T04:47:39,375.83%,1289.22,2322856
monitoring,2025-05-10T04:47:56,2.26%,1098.75,2322856
monitoring,2025-05-10T04:48:12,54.69%,1098.75,2322856
monitoring,2025-05-10T04:48:29,668.12%,1868.8,2322856
monitoring,2025-05-10T04:48:45,0.50%,1098.75,2322856
monitoring,2025-05-10T04:49:02,796.68%,2208.77,2322856
monitoring,2025-05-10T04:49:19,499.78%,1098.75,2322856
monitoring,2025-05-10T04:49:35,63.28%,1098.75,2322856
monitoring,2025-05-10T04:49:52,0.51%,1098.75,2322856
monitoring,2025-05-10T04:50:08,709.44%,1537.02,2322856
monitoring,2025-05-10T04:50:25,800.27%,1881.09,2322856
monitoring,2025-05-10T04:50:41,98.97%,1142.78,2322856
monitoring,2025-05-10T04:50:58,2.57%,1098.75,2322856
monitoring,2025-05-10T04:51:14,0.55%,1097.73,2322856
monitoring,2025-05-10T04:51:31,413.29%,1228.8,2322856
monitoring,2025-05-10T04:51:48,0.46%,1097.73,2322856
monitoring,2025-05-10T04:52:04,796.80%,2830.34,2322856
monitoring,2025-05-10T04:52:21,0.52%,1098.75,2322856
monitoring,2025-05-10T04:52:37,73.36%,1142.78,2322856
monitoring,2025-05-10T04:52:54,0.41%,1097.73,2322856
monitoring,2025-05-10T04:53:10,220.84%,1187.84,2322856
monitoring,2025-05-10T04:53:27,761.57%,2635.78,2322856
monitoring,2025-05-10T04:53:43,0.54%,1097.73,2322856
monitoring,2025-05-10T04:54:00,40.33%,1208.32,2322856
monitoring,2025-05-10T04:54:17,0.53%,1097.73,2322856
monitoring,2025-05-10T04:54:33,341.07%,1242.11,2322856
monitoring,2025-05-10T04:54:50,0.50%,1097.73,2322856
monitoring,2025-05-10T04:55:06,539.44%,3394.56,2322856
monitoring,2025-05-10T04:55:23,0.42%,1095.68,2322856
monitoring,2025-05-10T04:55:39,401.67%,1318.91,2322856
monitoring,2025-05-10T04:55:56,0.63%,1095.68,2322856
monitoring,2025-05-10T04:56:12,0.64%,1095.68,2322856
monitoring,2025-05-10T04:56:29,714.65%,1623.04,2322856
monitoring,2025-05-10T04:56:46,0.56%,1095.68,2322856
monitoring,2025-05-10T04:57:02,797.26%,2216.96,2322856
monitoring,2025-05-10T04:57:19,461.19%,1096.7,2322856
monitoring,2025-05-10T04:57:35,27.97%,1095.68,2322856
monitoring,2025-05-10T04:57:52,0.51%,1095.68,2322856
monitoring,2025-05-10T04:58:08,443.08%,1140.74,2322856
monitoring,2025-05-10T04:58:25,780.91%,2003.97,2322856
monitoring,2025-05-10T04:58:42,123.05%,1140.74,2322856
monitoring,2025-05-10T04:58:58,5.14%,1095.68,2322856
monitoring,2025-05-10T04:59:15,0.51%,1096.7,2322856
monitoring,2025-05-10T04:59:31,351.16%,1256.45,2322856
monitoring,2025-05-10T04:59:48,0.57%,1095.68,2322856
monitoring,2025-05-10T05:00:04,798.22%,2870.27,2322856
monitoring,2025-05-10T05:00:21,1.81%,1096.7,2322856
monitoring,2025-05-10T05:00:37,70.49%,1157.12,2322856
monitoring,2025-05-10T05:00:54,0.49%,1095.68,2322856
monitoring,2025-05-10T05:01:10,207.40%,1185.79,2322856
monitoring,2025-05-10T05:01:27,762.45%,2639.87,2322856
monitoring,2025-05-10T05:01:44,0.52%,1096.7,2322856
monitoring,2025-05-10T05:02:00,137.29%,1333.25,2322856
monitoring,2025-05-10T05:02:17,0.55%,1095.68,2322856
monitoring,2025-05-10T05:02:33,320.14%,1290.24,2322856
monitoring,2025-05-10T05:02:50,2.77%,1096.7,2322856
monitoring,2025-05-10T05:03:06,703.45%,3828.74,2322856
monitoring,2025-05-10T05:03:23,344.44%,1211.39,2322856
monitoring,2025-05-10T05:03:40,764.39%,1565.7,2322856
monitoring,2025-05-10T05:03:56,313.99%,1271.81,2322856
monitoring,2025-05-10T05:04:13,117.04%,1165.31,2322856
monitoring,2025-05-10T05:04:29,657.57%,2518.02,2322856
monitoring,2025-05-10T05:04:46,46.61%,1095.68,2322856
monitoring,2025-05-10T05:05:02,797.12%,2399.23,2322856
monitoring,2025-05-10T05:05:19,677.63%,1275.9,2322856
monitoring,2025-05-10T05:05:35,93.23%,1140.74,2322856
monitoring,2025-05-10T05:05:52,118.82%,1125.38,2322856
monitoring,2025-05-10T05:06:09,594.92%,1284.1,2322856
monitoring,2025-05-10T05:06:25,778.47%,2049.02,2322856
monitoring,2025-05-10T05:06:42,76.14%,1096.7,2322856
monitoring,2025-05-10T05:06:58,8.35%,1096.7,2322856
monitoring,2025-05-10T05:07:15,2.24%,1096.7,2322856
monitoring,2025-05-10T05:07:31,323.46%,1274.88,2322856
monitoring,2025-05-10T05:07:48,0.55%,1095.68,2322856
monitoring,2025-05-10T05:08:04,796.56%,3022.85,2322856
monitoring,2025-05-10T05:08:21,2.43%,1096.7,2322856
monitoring,2025-05-10T05:08:38,110.55%,1177.6,2322856
monitoring,2025-05-10T05:08:54,3.55%,1096.7,2322856
monitoring,2025-05-10T05:09:11,164.71%,1096.7,2322856
monitoring,2025-05-10T05:09:27,686.03%,2776.06,2322856
monitoring,2025-05-10T05:09:44,0.57%,1096.7,2322856
monitoring,2025-05-10T05:10:00,181.51%,1133.57,2322856
monitoring,2025-05-10T05:10:17,3.45%,1096.7,2322856
monitoring,2025-05-10T05:10:33,325.93%,1274.88,2322856
monitoring,2025-05-10T05:10:50,0.54%,1096.7,2322856
monitoring,2025-05-10T05:11:07,480.38%,3344.38,2322856
monitoring,2025-05-10T05:11:23,2.06%,1096.7,2322856
monitoring,2025-05-10T05:11:40,417.99%,1113.09,2322856
monitoring,2025-05-10T05:11:56,2.43%,1096.7,2322856
monitoring,2025-05-10T05:12:13,0.49%,1096.7,2322856
monitoring,2025-05-10T05:12:29,728.33%,1552.38,2322856
monitoring,2025-05-10T05:12:46,0.52%,1096.7,2322856
monitoring,2025-05-10T05:13:02,798.01%,2338.82,2322856
monitoring,2025-05-10T05:13:19,239.71%,1096.7,2322856
monitoring,2025-05-10T05:13:36,4.71%,1096.7,2322856
monitoring,2025-05-10T05:13:52,48.81%,1102.85,2322856
monitoring,2025-05-10T05:14:09,543.28%,1235.97,2322856
monitoring,2025-05-10T05:14:25,778.94%,2070.53,2322856
monitoring,2025-05-10T05:14:42,49.09%,1096.7,2322856
monitoring,2025-05-10T05:14:58,3.62%,1096.7,2322856
monitoring,2025-05-10T05:15:15,0.60%,1096.7,2322856
monitoring,2025-05-10T05:15:31,317.50%,1274.88,2322856
monitoring,2025-05-10T05:15:48,0.50%,1096.7,2322856
monitoring,2025-05-10T05:16:05,797.86%,3004.42,2322856
monitoring,2025-05-10T05:16:21,0.52%,1096.7,2322856
monitoring,2025-05-10T05:16:38,133.18%,1184.77,2322856
monitoring,2025-05-10T05:16:54,0.46%,1096.7,2322856
monitoring,2025-05-10T05:17:11,225.87%,1213.44,2322856
monitoring,2025-05-10T05:17:27,756.47%,2700.29,2322856
monitoring,2025-05-10T05:17:44,0.52%,1096.7,2322856
monitoring,2025-05-10T05:18:00,111.60%,1381.38,2322856
monitoring,2025-05-10T05:18:17,8.77%,1096.7,2322856
monitoring,2025-05-10T05:18:34,358.18%,1096.7,2322856
monitoring,2025-05-10T05:18:50,0.46%,1096.7,2322856
monitoring,2025-05-10T05:19:07,519.74%,3331.07,2322856
monitoring,2025-05-10T05:19:23,0.47%,1096.7,2322856
monitoring,2025-05-10T05:19:40,411.40%,1132.54,2322856
monitoring,2025-05-10T05:19:56,0.54%,1096.7,2322856
monitoring,2025-05-10T05:20:13,0.54%,1096.7,2322856
monitoring,2025-05-10T05:20:29,725.20%,1516.54,2322856
monitoring,2025-05-10T05:20:46,0.38%,1096.7,2322856
monitoring,2025-05-10T05:21:03,797.53%,2386.94,2322856
monitoring,2025-05-10T05:21:19,317.50%,1096.7,2322856
monitoring,2025-05-10T05:21:36,1.89%,1096.7,2322856
monitoring,2025-05-10T05:21:52,0.53%,1096.7,2322856
monitoring,2025-05-10T05:22:09,503.56%,1187.84,2322856
monitoring,2025-05-10T05:22:25,777.18%,2055.17,2322856
monitoring,2025-05-10T05:22:42,99.02%,1096.7,2322856
monitoring,2025-05-10T05:22:58,0.54%,1096.7,2322856
monitoring,2025-05-10T05:23:15,2.26%,1096.7,2322856
monitoring,2025-05-10T05:23:32,325.97%,1104.9,2322856
monitoring,2025-05-10T05:23:48,0.53%,1096.7,2322856
monitoring,2025-05-10T05:24:05,797.41%,3042.3,2322856
monitoring,2025-05-10T05:24:21,0.54%,1096.7,2322856
monitoring,2025-05-10T05:24:38,132.93%,1178.62,2322856
monitoring,2025-05-10T05:24:54,0.44%,1096.7,2322856
monitoring,2025-05-10T05:25:11,262.35%,1231.87,2322856
monitoring,2025-05-10T05:25:27,665.00%,2769.92,2322856
monitoring,2025-05-10T05:25:44,1.82%,1096.7,2322856
monitoring,2025-05-10T05:26:00,183.20%,1262.59,2322856
monitoring,2025-05-10T05:26:17,6.77%,1096.7,2322856
monitoring,2025-05-10T05:26:34,323.80%,1126.4,2322856
monitoring,2025-05-10T05:26:50,20.85%,1102.85,2322856
monitoring,2025-05-10T05:27:07,472.31%,3276.8,2322856
monitoring,2025-05-10T05:27:23,58.13%,1096.7,2322856
monitoring,2025-05-10T05:27:40,355.95%,1176.58,2322856
monitoring,2025-05-10T05:27:56,0.49%,1096.7,2322856
monitoring,2025-05-10T05:28:13,2.78%,1096.7,2322856
monitoring,2025-05-10T05:28:29,736.31%,1588.22,2322856
monitoring,2025-05-10T05:28:46,3.12%,1096.7,2322856
monitoring,2025-05-10T05:29:03,797.73%,2360.32,2322856
monitoring,2025-05-10T05:29:19,216.55%,1096.7,2322856
monitoring,2025-05-10T05:29:36,2.62%,1096.7,2322856
monitoring,2025-05-10T05:29:52,0.58%,1096.7,2322856
monitoring,2025-05-10T05:30:09,446.19%,1181.7,2322856
monitoring,2025-05-10T05:30:25,778.25%,2084.86,2322856
monitoring,2025-05-10T05:30:42,40.38%,1097.73,2322856
monitoring,2025-05-10T05:30:58,0.44%,1096.7,2322856
monitoring,2025-05-10T05:31:15,2.22%,1096.7,2322856
monitoring,2025-05-10T05:31:32,345.36%,1261.57,2322856
monitoring,2025-05-10T05:31:48,43.86%,1096.7,2322856
monitoring,2025-05-10T05:32:05,797.47%,3102.72,2322856
monitoring,2025-05-10T05:32:21,0.49%,1096.7,2322856
monitoring,2025-05-10T05:32:38,151.71%,1176.58,2322856
monitoring,2025-05-10T05:32:54,2.41%,1096.7,2322856
monitoring,2025-05-10T05:33:11,234.05%,1236.99,2322856
monitoring,2025-05-10T05:33:27,671.48%,2685.95,2322856
monitoring,2025-05-10T05:33:44,2.59%,1097.73,2322856
monitoring,2025-05-10T05:34:01,103.30%,1096.7,2322856
monitoring,2025-05-10T05:34:17,3.37%,1096.7,2322856
monitoring,2025-05-10T05:34:34,315.49%,1121.28,2322856
monitoring,2025-05-10T05:34:50,0.46%,1096.7,2322856
monitoring,2025-05-10T05:35:07,540.22%,3271.68,2322856
monitoring,2025-05-10T05:35:23,0.46%,1097.73,2322856
monitoring,2025-05-10T05:35:40,344.17%,1182.72,2322856
monitoring,2025-05-10T05:35:56,16.71%,1103.87,2322856
monitoring,2025-05-10T05:36:13,0.47%,1097.73,2322856
monitoring,2025-05-10T05:36:30,700.44%,1500.16,2322856
monitoring,2025-05-10T05:36:46,2.07%,1096.7,2322856
monitoring,2025-05-10T05:37:03,798.15%,2375.68,2322856
monitoring,2025-05-10T05:37:19,173.99%,1097.73,2322856
monitoring,2025-05-10T05:37:36,8.29%,1096.7,2322856
monitoring,2025-05-10T05:37:52,0.54%,1096.7,2322856
monitoring,2025-05-10T05:38:09,555.40%,1335.3,2322856
monitoring,2025-05-10T05:38:26,778.95%,2160.64,2322856
monitoring,2025-05-10T05:38:42,43.12%,1096.7,2322856
monitoring,2025-05-10T05:38:59,2.11%,1097.73,2322856
monitoring,2025-05-10T05:39:15,0.55%,1096.7,2322856
monitoring,2025-05-10T05:39:32,279.69%,1148.93,2322856
monitoring,2025-05-10T05:39:48,2.21%,1097.73,2322856
monitoring,2025-05-10T05:40:05,775.72%,3079.17,2322856
monitoring,2025-05-10T05:40:21,8.14%,1096.7,2322856
monitoring,2025-05-10T05:40:38,175.48%,1196.03,2322856
monitoring,2025-05-10T05:40:55,2.28%,1097.73,2322856
monitoring,2025-05-10T05:41:11,403.83%,1309.7,2322856
monitoring,2025-05-10T05:41:28,614.03%,2909.18,2322856
monitoring,2025-05-10T05:41:44,0.46%,1096.7,2322856
monitoring,2025-05-10T05:42:01,313.44%,1474.56,2322856
monitoring,2025-05-10T05:42:17,0.51%,1097.73,2322856
monitoring,2025-05-10T05:42:34,252.03%,1159.17,2322856
monitoring,2025-05-10T05:42:50,2.52%,1096.7,2322856
monitoring,2025-05-10T05:43:07,535.92%,2960.38,2322856
monitoring,2025-05-10T05:43:24,0.49%,1096.7,2322856
monitoring,2025-05-10T05:43:40,337.46%,1196.03,2322856
monitoring,2025-05-10T05:43:57,1.94%,1097.73,2322856
monitoring,2025-05-10T05:44:13,0.46%,1097.73,2322856
monitoring,2025-05-10T05:44:30,685.05%,1447.94,2322856
monitoring,2025-05-10T05:44:46,51.87%,1103.87,2322856
monitoring,2025-05-10T05:45:03,798.36%,2495.49,2322856
monitoring,2025-05-10T05:45:19,82.98%,1097.73,2322856
monitoring,2025-05-10T05:45:36,9.11%,1097.73,2322856
monitoring,2025-05-10T05:45:53,2.10%,1097.73,2322856
monitoring,2025-05-10T05:46:09,450.84%,1355.78,2322856
monitoring,2025-05-10T05:46:26,779.39%,2238.46,2322856
monitoring,2025-05-10T05:46:42,19.67%,1097.73,2322856
monitoring,2025-05-10T05:46:59,2.83%,1097.73,2322856
monitoring,2025-05-10T05:47:15,0.44%,1097.73,2322856
monitoring,2025-05-10T05:47:32,291.95%,1150.98,2322856
monitoring,2025-05-10T05:47:48,0.53%,1097.73,2322856
monitoring,2025-05-10T05:48:05,767.10%,3195.9,2322856
monitoring,2025-05-10T05:48:22,0.49%,1097.73,2322856
monitoring,2025-05-10T05:48:38,178.60%,1196.03,2322856
monitoring,2025-05-10T05:48:55,19.47%,1097.73,2322856
monitoring,2025-05-10T05:49:11,360.40%,1314.82,2322856
monitoring,2025-05-10T05:49:28,590.05%,2954.24,2322856
monitoring,2025-05-10T05:49:44,0.47%,1097.73,2322856
monitoring,2025-05-10T05:50:01,457.42%,1634.3,2322856
monitoring,2025-05-10T05:50:17,0.55%,1097.73,2322856
monitoring,2025-05-10T05:50:34,261.43%,1153.02,2322856
monitoring,2025-05-10T05:50:51,0.49%,1097.73,2322856
monitoring,2025-05-10T05:51:07,561.45%,2864.13,2322856
monitoring,2025-05-10T05:51:24,183.21%,1353.73,2322856
monitoring,2025-05-10T05:51:40,275.42%,1230.85,2322856
monitoring,2025-05-10T05:51:57,25.24%,1097.73,2322856
monitoring,2025-05-10T05:52:13,2.55%,1097.73,2322856
monitoring,2025-05-10T05:52:30,681.69%,1481.73,2322856
monitoring,2025-05-10T05:52:47,0.49%,1097.73,2322856
monitoring,2025-05-10T05:53:03,798.21%,2496.51,2322856
monitoring,2025-05-10T05:53:20,19.02%,1097.73,2322856
monitoring,2025-05-10T05:53:36,3.91%,1097.73,2322856
monitoring,2025-05-10T05:53:53,0.65%,1097.73,2322856
monitoring,2025-05-10T05:54:09,458.16%,1390.59,2322856
monitoring,2025-05-10T05:54:26,787.56%,2356.22,2322856
monitoring,2025-05-10T05:54:42,4.79%,1097.73,2322856
monitoring,2025-05-10T05:54:59,0.54%,1097.73,2322856
monitoring,2025-05-10T05:55:16,2.70%,1097.73,2322856
monitoring,2025-05-10T05:55:32,245.98%,1162.24,2322856
monitoring,2025-05-10T05:55:49,0.48%,1097.73,2322856
monitoring,2025-05-10T05:56:05,795.58%,3398.66,2322856
monitoring,2025-05-10T05:56:22,0.51%,1097.73,2322856
monitoring,2025-05-10T05:56:38,239.07%,1225.73,2322856
monitoring,2025-05-10T05:56:55,4.83%,1097.73,2322856
monitoring,2025-05-10T05:57:11,396.22%,1319.94,2322856
monitoring,2025-05-10T05:57:28,543.46%,2679.81,2322856
monitoring,2025-05-10T05:57:45,3.48%,1097.73,2322856
monitoring,2025-05-10T05:58:01,497.95%,1614.85,2322856
monitoring,2025-05-10T05:58:18,54.83%,1147.9,2322856
monitoring,2025-05-10T05:58:34,208.03%,1184.77,2322856
monitoring,2025-05-10T05:58:51,0.50%,1097.73,2322856
monitoring,2025-05-10T05:59:07,633.70%,2741.25,2322856
monitoring,2025-05-10T05:59:24,138.97%,1309.7,2322856
monitoring,2025-05-10T05:59:40,246.00%,1097.73,2322856
monitoring,2025-05-10T05:59:57,0.44%,1097.73,2322856
monitoring,2025-05-10T06:00:14,1.36%,1097.73,2322856
monitoring,2025-05-10T06:00:30,598.47%,1163.26,2322856
monitoring,2025-05-10T06:00:47,1.59%,1097.73,2322856
monitoring,2025-05-10T06:01:03,798.47%,2573.31,2322856
monitoring,2025-05-10T06:01:20,2.99%,1097.73,2322856
monitoring,2025-05-10T06:01:36,0.43%,1097.73,2322856
monitoring,2025-05-10T06:01:53,1.85%,1097.73,2322856
monitoring,2025-05-10T06:02:09,641.33%,1425.41,2322856
monitoring,2025-05-10T06:02:26,797.63%,2323.46,2322856
monitoring,2025-05-10T06:02:43,3.00%,1097.73,2322856
monitoring,2025-05-10T06:02:59,0.41%,1097.73,2322856
monitoring,2025-05-10T06:03:16,14.58%,1097.73,2322856
monitoring,2025-05-10T06:03:32,204.57%,1211.39,2322856
monitoring,2025-05-10T06:03:49,1.76%,1097.73,2322856
monitoring,2025-05-10T06:04:05,795.84%,3315.71,2322856
monitoring,2025-05-10T06:04:22,1.82%,1097.73,2322856
monitoring,2025-05-10T06:04:38,228.03%,1231.87,2322856
monitoring,2025-05-10T06:04:55,7.59%,1097.73,2322856
monitoring,2025-05-10T06:05:12,537.21%,1097.73,2322856
monitoring,2025-05-10T06:05:28,564.76%,2572.29,2322856
monitoring,2025-05-10T06:05:45,0.47%,1097.73,2322856
monitoring,2025-05-10T06:06:01,452.60%,1619.97,2322856
monitoring,2025-05-10T06:06:18,126.99%,1224.7,2322856
monitoring,2025-05-10T06:06:34,196.95%,1183.74,2322856
monitoring,2025-05-10T06:06:51,3.00%,1097.73,2322856
monitoring,2025-05-10T06:07:07,612.69%,2512.9,2322856
monitoring,2025-05-10T06:07:24,315.49%,1447.94,2322856
monitoring,2025-05-10T06:07:41,320.25%,1231.87,2322856
monitoring,2025-05-10T06:07:57,0.50%,1097.73,2322856
monitoring,2025-05-10T06:08:14,61.84%,1149.95,2322856
monitoring,2025-05-10T06:08:30,632.08%,1256.45,2322856
monitoring,2025-05-10T06:08:47,0.54%,1097.73,2322856
monitoring,2025-05-10T06:09:03,799.34%,2499.58,2322856
monitoring,2025-05-10T06:09:20,2.07%,1098.75,2322856
monitoring,2025-05-10T06:09:36,0.47%,1097.73,2322856
monitoring,2025-05-10T06:09:53,1.44%,1097.73,2322856
monitoring,2025-05-10T06:10:09,610.49%,1098.75,2322856
monitoring,2025-05-10T06:10:26,785.43%,2340.86,2322856
monitoring,2025-05-10T06:10:43,4.00%,1097.73,2322856
monitoring,2025-05-10T06:10:59,0.54%,1097.73,2322856
monitoring,2025-05-10T06:11:16,45.90%,1124.35,2322856
monitoring,2025-05-10T06:11:32,262.58%,1186.82,2322856
monitoring,2025-05-10T06:11:49,19.75%,1104.9,2322856
monitoring,2025-05-10T06:12:05,753.47%,3319.81,2322856
monitoring,2025-05-10T06:12:22,2.95%,1098.75,2322856
monitoring,2025-05-10T06:12:38,255.45%,1098.75,2322856
monitoring,2025-05-10T06:12:55,2.56%,1097.73,2322856
monitoring,2025-05-10T06:13:12,405.83%,1098.75,2322856
monitoring,2025-05-10T06:13:28,583.28%,2525.18,2322856
monitoring,2025-05-10T06:13:45,0.44%,1097.73,2322856
monitoring,2025-05-10T06:14:01,476.90%,1760.26,2322856
monitoring,2025-05-10T06:14:18,102.15%,1209.34,2322856
monitoring,2025-05-10T06:14:34,186.93%,1186.82,2322856
monitoring,2025-05-10T06:14:51,0.50%,1097.73,2322856
monitoring,2025-05-10T06:15:07,553.05%,2979.84,2322856
monitoring,2025-05-10T06:15:24,519.90%,1651.71,2322856
monitoring,2025-05-10T06:15:41,214.18%,1118.21,2322856
monitoring,2025-05-10T06:15:57,36.73%,1098.75,2322856
monitoring,2025-05-10T06:16:14,7.81%,1098.75,2322856
monitoring,2025-05-10T06:16:30,413.78%,1203.2,2322856
monitoring,2025-05-10T06:16:47,0.55%,1097.73,2322856
monitoring,2025-05-10T06:17:03,795.96%,2654.21,2322856
monitoring,2025-05-10T06:17:20,0.46%,1097.73,2322856
monitoring,2025-05-10T06:17:37,12.45%,1111.04,2322856
monitoring,2025-05-10T06:17:53,0.54%,1098.75,2322856
monitoring,2025-05-10T06:18:10,518.00%,1138.69,2322856
monitoring,2025-05-10T06:18:26,787.21%,2404.35,2322856
monitoring,2025-05-10T06:18:43,0.47%,1097.73,2322856
monitoring,2025-05-10T06:18:59,0.42%,1098.75,2322856
monitoring,2025-05-10T06:19:16,0.48%,1097.73,2322856
monitoring,2025-05-10T06:19:32,178.93%,1187.84,2322856
monitoring,2025-05-10T06:19:49,0.57%,1098.75,2322856
monitoring,2025-05-10T06:20:06,775.03%,3551.23,2322856
monitoring,2025-05-10T06:20:22,0.53%,1098.75,2322856
monitoring,2025-05-10T06:20:39,337.57%,1166.34,2322856
monitoring,2025-05-10T06:20:55,0.43%,1097.73,2322856
monitoring,2025-05-10T06:21:12,337.83%,1098.75,2322856
monitoring,2025-05-10T06:21:28,541.69%,2792.45,2322856
monitoring,2025-05-10T06:21:45,0.53%,1097.73,2322856
monitoring,2025-05-10T06:22:01,652.45%,1805.31,2322856
monitoring,2025-05-10T06:22:18,163.92%,1254.4,2322856
monitoring,2025-05-10T06:22:35,193.50%,1187.84,2322856
monitoring,2025-05-10T06:22:51,0.51%,1098.75,2322856
monitoring,2025-05-10T06:23:08,705.98%,1534.98,2322856
monitoring,2025-05-10T06:23:24,528.10%,1646.59,2322856
monitoring,2025-05-10T06:23:41,225.34%,1111.04,2322856
monitoring,2025-05-10T06:23:57,0.48%,1098.75,2322856
monitoring,2025-05-10T06:24:14,9.75%,1098.75,2322856
monitoring,2025-05-10T06:24:30,522.70%,1204.22,2322856
monitoring,2025-05-10T06:24:47,0.57%,1098.75,2322856
monitoring,2025-05-10T06:25:04,796.36%,2668.54,2322856
monitoring,2025-05-10T06:25:20,10.26%,1099.78,2322856
monitoring,2025-05-10T06:25:37,1.61%,1101.82,2322856
monitoring,2025-05-10T06:25:53,0.48%,1099.78,2322856
monitoring,2025-05-10T06:26:10,542.33%,1150.98,2322856
monitoring,2025-05-10T06:26:26,776.62%,2443.26,2322856
monitoring,2025-05-10T06:26:43,3.57%,1099.78,2322856
monitoring,2025-05-10T06:26:59,0.45%,1099.78,2322856
monitoring,2025-05-10T06:27:16,0.48%,1099.78,2322856
monitoring,2025-05-10T06:27:33,229.14%,1230.85,2322856
monitoring,2025-05-10T06:27:49,0.51%,1099.78,2322856
monitoring,2025-05-10T06:28:06,726.23%,3351.55,2322856
monitoring,2025-05-10T06:28:22,0.51%,1099.78,2322856
monitoring,2025-05-10T06:28:39,308.22%,1228.8,2322856
monitoring,2025-05-10T06:28:55,0.54%,1099.78,2322856
monitoring,2025-05-10T06:29:12,319.86%,1100.8,2322856
monitoring,2025-05-10T06:29:28,583.21%,2643.97,2322856
monitoring,2025-05-10T06:29:45,16.34%,1104.9,2322856
monitoring,2025-05-10T06:30:02,770.22%,1866.75,2322856
monitoring,2025-05-10T06:30:18,340.15%,1328.13,2322856
monitoring,2025-05-10T06:30:35,170.60%,1103.87,2322856
monitoring,2025-05-10T06:30:51,2.97%,1098.75,2322856
monitoring,2025-05-10T06:31:08,630.76%,1292.29,2322856
monitoring,2025-05-10T06:31:24,514.82%,1653.76,2322856
